house_id,neighborhood_id,lat,long,sqft,beds,baths,date,price,is_undervalued
H0010,9,40.60953686450501,-74.15053569699948,2406.758608684835,4,3,2025-12-22 22:17:28.377886,660937.3445119852,False
H0011,0,40.65548498824681,-73.72628785113668,2250.798182673086,4,3,2026-01-25 22:17:28.377914,639286.9331001786,False
H0011,0,40.65548498824681,-73.72628785113668,2250.798182673086,4,3,2026-02-05 22:17:28.377914,639771.9066679968,False
H0012,8,40.5257677609384,-73.71921482841068,1334.9629672426076,3,2,2025-03-15 22:17:28.377934,395978.92943227565,False
H0012,8,40.5257677609384,-73.71921482841068,1334.9629672426076,3,2,2025-07-29 22:17:28.377934,400660.3364438529,False
H0012,8,40.5257677609384,-73.71921482841068,1334.9629672426076,3,2,2025-10-17 22:17:28.377934,416909.09302942397,False
H0013,1,40.548343403505164,-74.12234803639285,3530.54760718913,6,5,2025-07-18 22:17:28.377955,623815.5997649949,False
H0013,1,40.548343403505164,-74.12234803639285,3530.54760718913,6,5,2025-12-22 22:17:28.377955,654641.5027080427,False
H0014,0,40.65172203459009,-73.71991047054931,1994.208340109003,3,3,2025-06-17 22:17:28.377973,527262.2852566448,False
H0014,0,40.65172203459009,-73.71991047054931,1994.208340109003,3,3,2025-08-28 22:17:28.377973,545425.0860027238,False
H0014,0,40.65172203459009,-73.71991047054931,1994.208340109003,3,3,2025-08-31 22:17:28.377973,534269.6284714346,False
H0014,0,40.65172203459009,-73.71991047054931,1994.208340109003,3,3,2025-11-01 22:17:28.377973,538041.0556812214,False
H0015,8,40.517182062832106,-73.72401998031387,1963.5855436715635,3,3,2025-06-28 22:17:28.377996,618990.3606920437,False
H0015,8,40.517182062832106,-73.72401998031387,1963.5855436715635,3,3,2025-07-22 22:17:28.377996,605260.4676074182,False
H0015,8,40.517182062832106,-73.72401998031387,1963.5855436715635,3,3,2025-07-26 22:17:28.377996,619943.9696865714,False
H0015,8,40.517182062832106,-73.72401998031387,1963.5855436715635,3,3,2025-11-21 22:17:28.377996,634392.5978749981,False
H0015,8,40.517182062832106,-73.72401998031387,1963.5855436715635,3,3,2026-01-29 22:17:28.377996,638486.2632746131,False
H0016,9,40.62441758257915,-74.16299659921137,2152.2245599354264,3,2,2025-05-24 22:17:28.378023,530926.3637827428,False
H0016,9,40.62441758257915,-74.16299659921137,2152.2245599354264,3,2,2025-07-13 22:17:28.378023,540852.0626845418,False
H0016,9,40.62441758257915,-74.16299659921137,2152.2245599354264,3,2,2025-07-14 22:17:28.378023,533561.2333467092,False
H0016,9,40.62441758257915,-74.16299659921137,2152.2245599354264,3,2,2026-01-09 22:17:28.378023,547210.3838002605,False
H0016,9,40.62441758257915,-74.16299659921137,2152.2245599354264,3,2,2026-02-10 22:17:28.378023,568770.1789217456,False
H0017,5,40.724825780023636,-74.12599281100564,2247.4978270958472,4,3,2025-02-26 22:17:28.378049,433244.2563952758,False
H0017,5,40.724825780023636,-74.12599281100564,2247.4978270958472,4,3,2025-04-15 22:17:28.378049,436246.8948745187,False
H0017,5,40.724825780023636,-74.12599281100564,2247.4978270958472,4,3,2025-04-22 22:17:28.378049,445304.61675547337,False
H0017,5,40.724825780023636,-74.12599281100564,2247.4978270958472,4,3,2025-06-04 22:17:28.378049,448755.1943035665,False
H0017,5,40.724825780023636,-74.12599281100564,2247.4978270958472,4,3,2025-06-09 22:17:28.378049,450873.37034705677,False
H0018,3,40.81307106082439,-74.10154863543843,1346.0428501653123,2,1,2025-02-22 22:17:28.378121,235406.81172040993,False
H0018,3,40.81307106082439,-74.10154863543843,1346.0428501653123,2,1,2025-06-23 22:17:28.378121,242190.81396499835,False
H0018,3,40.81307106082439,-74.10154863543843,1346.0428501653123,2,1,2025-10-18 22:17:28.378121,247624.87800473053,False
H0019,7,40.740738790199416,-74.16026128377521,2830.650865304077,4,3,2025-05-08 22:17:28.378279,734450.4603498944,False
H0019,7,40.740738790199416,-74.16026128377521,2830.650865304077,4,3,2025-10-26 22:17:28.378279,738917.3013998234,False
H0019,7,40.740738790199416,-74.16026128377521,2830.650865304077,4,3,2026-02-05 22:17:28.378279,747533.5212870024,False
H0020,4,40.61565713798884,-73.93781620559288,1859.6725623295897,3,2,2025-06-01 22:17:28.378304,417842.47506479063,False
H0020,4,40.61565713798884,-73.93781620559288,1859.6725623295897,3,2,2025-10-01 22:17:28.378304,415597.89658824913,False
H0020,4,40.61565713798884,-73.93781620559288,1859.6725623295897,3,2,2025-11-02 22:17:28.378304,432961.3287173307,False
H0020,4,40.61565713798884,-73.93781620559288,1859.6725623295897,3,2,2025-12-07 22:17:28.378304,434198.648977309,False
H0021,3,40.8648473897009,-74.09298880945079,1533.7041717194595,4,3,2025-02-25 22:17:28.378329,291784.2988594954,False
H0021,3,40.8648473897009,-74.09298880945079,1533.7041717194595,4,3,2025-03-09 22:17:28.378329,299064.7422626449,False
H0022,0,40.65907837296779,-73.71983066951077,2172.034065701011,4,3,2025-04-05 22:17:28.378348,547258.6535363771,False
H0022,0,40.65907837296779,-73.71983066951077,2172.034065701011,4,3,2025-04-27 22:17:28.378348,547064.8592754995,False
H0022,0,40.65907837296779,-73.71983066951077,2172.034065701011,4,3,2025-08-08 22:17:28.378348,559989.6693555873,False
H0022,0,40.65907837296779,-73.71983066951077,2172.034065701011,4,3,2026-01-10 22:17:28.378348,576445.9657945557,False
H0022,0,40.65907837296779,-73.71983066951077,2172.034065701011,4,3,2026-01-17 22:17:28.378348,579068.6252607349,False
H0023,2,40.73455235712784,-73.83746769013176,2233.528586364444,5,3,2025-05-07 22:17:28.378374,371813.06371053634,False
H0023,2,40.73455235712784,-73.83746769013176,2233.528586364444,5,3,2025-06-15 22:17:28.378374,369790.4424693288,False
H0023,2,40.73455235712784,-73.83746769013176,2233.528586364444,5,3,2025-09-26 22:17:28.378374,378735.8253531023,False
H0023,2,40.73455235712784,-73.83746769013176,2233.528586364444,5,3,2025-11-25 22:17:28.378374,387258.1530767779,False
H0023,2,40.73455235712784,-73.83746769013176,2233.528586364444,5,3,2026-01-01 22:17:28.378374,391269.8870973782,False
H0024,2,40.72824030365447,-73.86130436228896,1106.1641940341092,3,2,2025-03-06 22:17:28.378399,184471.74804770327,False
H0024,2,40.72824030365447,-73.86130436228896,1106.1641940341092,3,2,2025-09-26 22:17:28.378399,201848.30696869444,False
H0024,2,40.72824030365447,-73.86130436228896,1106.1641940341092,3,2,2025-11-27 22:17:28.378399,202096.65075816197,False
H0024,2,40.72824030365447,-73.86130436228896,1106.1641940341092,3,2,2026-02-11 22:17:28.378399,208920.52820076383,False
H0025,5,40.742030753266064,-74.13638401650307,2181.5348016686544,3,3,2025-04-14 22:17:28.378422,437122.98138741235,False
H0025,5,40.742030753266064,-74.13638401650307,2181.5348016686544,3,3,2025-10-02 22:17:28.378422,442584.53269553283,False
H0025,5,40.742030753266064,-74.13638401650307,2181.5348016686544,3,3,2026-01-26 22:17:28.378422,451305.30728412955,False
H0026,8,40.528713813736644,-73.7256796991018,1279.6736305965917,1,1,2025-06-23 22:17:28.378444,407210.7710571287,False
H0026,8,40.528713813736644,-73.7256796991018,1279.6736305965917,1,1,2025-07-04 22:17:28.378444,399712.9900443453,False
H0026,8,40.528713813736644,-73.7256796991018,1279.6736305965917,1,1,2025-08-03 22:17:28.378444,398956.2657139626,False
H0026,8,40.528713813736644,-73.7256796991018,1279.6736305965917,1,1,2025-10-02 22:17:28.378444,337671.09810758714,True
H0027,9,40.62429517338044,-74.15623337475053,1551.3728142570842,3,2,2025-06-23 22:17:28.378467,383144.07893062657,False
H0027,9,40.62429517338044,-74.15623337475053,1551.3728142570842,3,2,2025-09-03 22:17:28.378467,388270.8700952839,False
H0027,9,40.62429517338044,-74.15623337475053,1551.3728142570842,3,2,2025-12-01 22:17:28.378467,409013.1754823286,False
H0028,0,40.65440046050456,-73.73182728900757,1841.3156073646785,4,3,2025-08-22 22:17:28.378491,519488.6392268311,False
H0028,0,40.65440046050456,-73.73182728900757,1841.3156073646785,4,3,2026-02-20 22:17:28.378491,529701.3917679087,False
H0029,2,40.75488347679414,-73.86511278479807,1893.2764241440764,4,3,2025-02-22 22:17:28.378510,299583.9141959561,False
H0029,2,40.75488347679414,-73.86511278479807,1893.2764241440764,4,3,2025-08-30 22:17:28.378510,317213.7113501793,False
H0029,2,40.75488347679414,-73.86511278479807,1893.2764241440764,4,3,2026-01-04 22:17:28.378510,323242.13657217304,False
H0029,2,40.75488347679414,-73.86511278479807,1893.2764241440764,4,3,2026-02-04 22:17:28.378510,331844.05942863313,False
H0029,2,40.75488347679414,-73.86511278479807,1893.2764241440764,4,3,2026-02-17 22:17:28.378510,331770.4029044873,False
H0030,9,40.62197143167717,-74.1581820774221,2112.0462409052084,3,2,2025-04-16 22:17:28.378537,565218.3829374003,False
H0030,9,40.62197143167717,-74.1581820774221,2112.0462409052084,3,2,2025-11-07 22:17:28.378537,567022.7171062892,False
H0031,9,40.61344828924754,-74.15715786945125,1516.4444726995166,3,2,2025-07-07 22:17:28.378649,403866.7945816756,False
H0031,9,40.61344828924754,-74.15715786945125,1516.4444726995166,3,2,2025-08-26 22:17:28.378649,399349.33751827606,False
H0031,9,40.61344828924754,-74.15715786945125,1516.4444726995166,3,2,2026-01-03 22:17:28.378649,423696.33759095956,False
H0032,5,40.729815144244796,-74.13148095716556,2863.8738137171295,4,3,2025-03-03 22:17:28.378747,561380.4212230606,False
H0032,5,40.729815144244796,-74.13148095716556,2863.8738137171295,4,3,2025-12-21 22:17:28.378747,588290.5702850019,False
H0033,4,40.6251030496967,-73.93775956373656,2324.446620626775,5,4,2025-04-25 22:17:28.378802,541867.4959374818,False
H0033,4,40.6251030496967,-73.93775956373656,2324.446620626775,5,4,2025-09-26 22:17:28.378802,552159.9910892094,False
H0033,4,40.6251030496967,-73.93775956373656,2324.446620626775,5,4,2025-11-30 22:17:28.378802,557568.3781035715,False
H0033,4,40.6251030496967,-73.93775956373656,2324.446620626775,5,4,2026-01-28 22:17:28.378802,554345.9727551256,False
H0034,2,40.73560224777759,-73.83080137787263,2109.3415461380705,3,3,2025-05-15 22:17:28.378864,365597.74361201073,False
H0034,2,40.73560224777759,-73.83080137787263,2109.3415461380705,3,3,2025-09-11 22:17:28.378864,381191.09866384533,False
H0035,0,40.65317553496748,-73.71969875392256,2156.229240548974,5,4,2025-05-04 22:17:28.378912,547302.2199998074,False
H0035,0,40.65317553496748,-73.71969875392256,2156.229240548974,5,4,2025-05-27 22:17:28.378912,560701.8103497961,False
H0035,0,40.65317553496748,-73.71969875392256,2156.229240548974,5,4,2026-02-04 22:17:28.378912,590722.3648287992,False
H0036,2,40.74112118951138,-73.84182658310245,2589.6485920319133,5,4,2025-09-16 22:17:28.379004,431329.91666214383,False
H0036,2,40.74112118951138,-73.84182658310245,2589.6485920319133,5,4,2025-10-08 22:17:28.379004,436820.34709673893,False
H0036,2,40.74112118951138,-73.84182658310245,2589.6485920319133,5,4,2025-12-21 22:17:28.379004,447454.34024199354,False
H0036,2,40.74112118951138,-73.84182658310245,2589.6485920319133,5,4,2026-01-28 22:17:28.379004,446958.06470201426,False
H0037,1,40.5537216368065,-74.12083863003069,2671.0442521529576,5,4,2025-08-06 22:17:28.379100,474812.8020682983,False
H0037,1,40.5537216368065,-74.12083863003069,2671.0442521529576,5,4,2025-10-28 22:17:28.379100,494051.4966733863,False
H0037,1,40.5537216368065,-74.12083863003069,2671.0442521529576,5,4,2025-12-26 22:17:28.379100,489421.83168370766,False
H0038,9,40.621290030680385,-74.13993716614884,1148.3087803224225,1,1,2025-06-12 22:17:28.379159,295411.5424368287,False
H0038,9,40.621290030680385,-74.13993716614884,1148.3087803224225,1,1,2025-07-22 22:17:28.379159,297430.53075058584,False
H0038,9,40.621290030680385,-74.13993716614884,1148.3087803224225,1,1,2025-08-23 22:17:28.379159,305267.06456978555,False
H0038,9,40.621290030680385,-74.13993716614884,1148.3087803224225,1,1,2025-10-28 22:17:28.379159,303289.97044753714,False
H0038,9,40.621290030680385,-74.13993716614884,1148.3087803224225,1,1,2026-01-23 22:17:28.379159,310074.4026982923,False
H0039,2,40.72678935683245,-73.84092264250506,1279.4021197520005,3,2,2025-02-26 22:17:28.379226,217175.36322921322,False
H0039,2,40.72678935683245,-73.84092264250506,1279.4021197520005,3,2,2025-05-24 22:17:28.379226,219892.583783912,False
H0040,5,40.73438873466476,-74.14243796608685,1946.4848200227211,3,3,2025-04-09 22:17:28.379275,382383.49388381274,False
H0040,5,40.73438873466476,-74.14243796608685,1946.4848200227211,3,3,2025-06-22 22:17:28.379275,384539.8419429232,False
H0040,5,40.73438873466476,-74.14243796608685,1946.4848200227211,3,3,2025-10-28 22:17:28.379275,387323.3085662452,False
H0041,0,40.65159733179655,-73.72428649219654,1419.837487365347,2,2,2025-03-07 22:17:28.379327,359908.36139168404,False
H0041,0,40.65159733179655,-73.72428649219654,1419.837487365347,2,2,2025-04-18 22:17:28.379327,359614.8217231664,False
H0041,0,40.65159733179655,-73.72428649219654,1419.837487365347,2,2,2025-06-28 22:17:28.379327,366532.8301487867,False
H0041,0,40.65159733179655,-73.72428649219654,1419.837487365347,2,2,2025-09-23 22:17:28.379327,377612.57996432314,False
H0042,7,40.72912070860668,-74.17805396955481,2200.109485203519,5,4,2025-03-08 22:17:28.379385,531494.6441678855,False
H0042,7,40.72912070860668,-74.17805396955481,2200.109485203519,5,4,2025-03-21 22:17:28.379385,538977.1818328667,False
H0042,7,40.72912070860668,-74.17805396955481,2200.109485203519,5,4,2025-06-20 22:17:28.379385,543099.4685920293,False
H0042,7,40.72912070860668,-74.17805396955481,2200.109485203519,5,4,2025-09-01 22:17:28.379385,550908.4707955781,False
H0043,8,40.53945162537519,-73.73863380205516,1522.229779699787,2,1,2025-06-12 22:17:28.379470,465443.38136399223,False
H0043,8,40.53945162537519,-73.73863380205516,1522.229779699787,2,1,2025-06-12 22:17:28.379470,462140.60034627595,False
H0043,8,40.53945162537519,-73.73863380205516,1522.229779699787,2,1,2025-10-07 22:17:28.379470,476440.68018086575,False
H0044,2,40.729087349722214,-73.86675498833172,1238.4618805598234,2,2,2025-07-21 22:17:28.379554,202921.9865363117,False
H0044,2,40.729087349722214,-73.86675498833172,1238.4618805598234,2,2,2025-12-07 22:17:28.379554,212060.2818371144,False
H0045,3,40.83346227259962,-74.10213994582497,1989.26251881267,3,2,2025-02-27 22:17:28.379575,362336.2482053906,False
H0045,3,40.83346227259962,-74.10213994582497,1989.26251881267,3,2,2025-03-29 22:17:28.379575,368774.2076674511,False
H0045,3,40.83346227259962,-74.10213994582497,1989.26251881267,3,2,2025-10-02 22:17:28.379575,364584.97604439454,False
H0045,3,40.83346227259962,-74.10213994582497,1989.26251881267,3,2,2025-10-08 22:17:28.379575,379314.6481918811,False
H0045,3,40.83346227259962,-74.10213994582497,1989.26251881267,3,2,2026-01-09 22:17:28.379575,376690.3011195977,False
H0046,5,40.746816192740546,-74.13456099355321,2264.1583048151883,5,4,2025-06-19 22:17:28.379601,457441.21105159516,False
H0046,5,40.746816192740546,-74.13456099355321,2264.1583048151883,5,4,2025-11-23 22:17:28.379601,479843.68251422077,False
H0046,5,40.746816192740546,-74.13456099355321,2264.1583048151883,5,4,2026-01-11 22:17:28.379601,479776.6158554525,False
H0047,0,40.65745856952503,-73.72453486514695,2247.2833010712425,4,3,2025-08-01 22:17:28.379704,582340.6448393665,False
H0047,0,40.65745856952503,-73.72453486514695,2247.2833010712425,4,3,2025-11-07 22:17:28.379704,596487.3723565385,False
H0048,4,40.615927978488585,-73.93833852454947,2503.14640460722,4,3,2025-05-26 22:17:28.379724,539613.8664652313,False
H0048,4,40.615927978488585,-73.93833852454947,2503.14640460722,4,3,2025-05-27 22:17:28.379724,537467.9080414146,False
H0048,4,40.615927978488585,-73.93833852454947,2503.14640460722,4,3,2025-12-23 22:17:28.379724,547647.616517549,False
H0049,4,40.62256279505855,-73.93917855653781,1488.0907402554728,3,3,2025-04-22 22:17:28.379745,315970.68430765206,False
H0049,4,40.62256279505855,-73.93917855653781,1488.0907402554728,3,3,2026-01-07 22:17:28.379745,337599.1572336887,False
H0049,4,40.62256279505855,-73.93917855653781,1488.0907402554728,3,3,2026-02-05 22:17:28.379745,331116.46165218396,False
H0050,2,40.73623615988908,-73.83776125370711,2197.2260711891486,5,4,2025-12-13 22:17:28.379765,408139.9441182481,False
H0050,2,40.73623615988908,-73.83776125370711,2197.2260711891486,5,4,2025-12-14 22:17:28.379765,411260.15180120955,False
H0050,2,40.73623615988908,-73.83776125370711,2197.2260711891486,5,4,2026-01-15 22:17:28.379765,410319.8319504247,False
H0051,0,40.63771103594825,-73.74077695335056,1146.3614221862008,3,2,2025-06-05 22:17:28.379787,311631.25969710725,False
H0051,0,40.63771103594825,-73.74077695335056,1146.3614221862008,3,2,2025-06-05 22:17:28.379787,305338.41255240515,False
H0051,0,40.63771103594825,-73.74077695335056,1146.3614221862008,3,2,2025-12-27 22:17:28.379787,329444.95319896477,False
H0052,6,40.693331622803754,-73.80261621005917,2458.0856328023106,5,4,2025-03-31 22:17:28.379808,469114.35013682314,False
H0052,6,40.693331622803754,-73.80261621005917,2458.0856328023106,5,4,2025-05-29 22:17:28.379808,476035.05077917536,False
H0053,0,40.66623700925002,-73.72503096962225,2791.5153969782677,5,3,2025-07-30 22:17:28.379828,785113.4749109326,False
H0053,0,40.66623700925002,-73.72503096962225,2791.5153969782677,5,3,2025-12-12 22:17:28.379828,784712.9332348822,False
H0053,0,40.66623700925002,-73.72503096962225,2791.5153969782677,5,3,2025-12-21 22:17:28.379828,794783.5493872551,False
H0054,7,40.73143936981135,-74.17264044460777,1786.2960287752624,2,2,2025-03-04 22:17:28.379848,452679.6809053239,False
H0054,7,40.73143936981135,-74.17264044460777,1786.2960287752624,2,2,2025-05-01 22:17:28.379848,445148.10138959315,False
H0054,7,40.73143936981135,-74.17264044460777,1786.2960287752624,2,2,2025-07-19 22:17:28.379848,447736.0752979028,False
H0054,7,40.73143936981135,-74.17264044460777,1786.2960287752624,2,2,2025-12-01 22:17:28.379848,459301.7470742031,False
H0055,9,40.63052399803598,-74.16052908317178,2938.397906279033,5,4,2025-07-04 22:17:28.379871,808647.9560163133,False
H0055,9,40.63052399803598,-74.16052908317178,2938.397906279033,5,4,2025-12-11 22:17:28.379871,814069.6883873474,False
H0055,9,40.63052399803598,-74.16052908317178,2938.397906279033,5,4,2026-01-11 22:17:28.379871,832638.141115343,False
H0055,9,40.63052399803598,-74.16052908317178,2938.397906279033,5,4,2026-02-12 22:17:28.379871,838377.276764328,False
H0056,5,40.74003834342166,-74.1048661586566,1835.363146472091,3,3,2025-07-08 22:17:28.379895,358970.27722462383,False
H0056,5,40.74003834342166,-74.1048661586566,1835.363146472091,3,3,2025-12-27 22:17:28.379895,378128.09306037595,False
H0057,9,40.606288007910635,-74.17901029944464,2261.976333553897,3,2,2025-03-10 22:17:28.379914,567110.2534931144,False
H0057,9,40.606288007910635,-74.17901029944464,2261.976333553897,3,2,2025-06-29 22:17:28.379914,579745.8666895649,False
H0057,9,40.606288007910635,-74.17901029944464,2261.976333553897,3,2,2025-10-30 22:17:28.379914,600576.8392291944,False
H0057,9,40.606288007910635,-74.17901029944464,2261.976333553897,3,2,2026-02-20 22:17:28.379914,610817.3386547207,False
H0058,7,40.72998366726166,-74.18694671534546,2519.4130725559644,6,5,2025-06-19 22:17:28.379940,586657.5891129362,False
H0058,7,40.72998366726166,-74.18694671534546,2519.4130725559644,6,5,2025-07-19 22:17:28.379940,610818.3652529842,False
H0058,7,40.72998366726166,-74.18694671534546,2519.4130725559644,6,5,2025-08-17 22:17:28.379940,601251.9093652775,False
H0058,7,40.72998366726166,-74.18694671534546,2519.4130725559644,6,5,2026-01-29 22:17:28.379940,616538.6945670719,False
H0058,7,40.72998366726166,-74.18694671534546,2519.4130725559644,6,5,2026-02-17 22:17:28.379940,605029.9231403646,False
H0059,6,40.67669137361801,-73.8128806087159,2258.3346543240614,5,3,2025-07-15 22:17:28.380001,455340.2426034351,False
H0059,6,40.67669137361801,-73.8128806087159,2258.3346543240614,5,3,2025-12-04 22:17:28.380001,458764.9492787459,False
H0060,2,40.71385249112679,-73.84939058704278,2694.291134520144,4,3,2025-04-17 22:17:28.380031,453019.7143688777,False
H0060,2,40.71385249112679,-73.84939058704278,2694.291134520144,4,3,2026-02-15 22:17:28.380031,483486.93316974305,False
H0061,2,40.73787783441803,-73.83572084528419,1814.2795670021042,3,2,2025-10-26 22:17:28.380052,322903.6073263203,False
H0061,2,40.73787783441803,-73.83572084528419,1814.2795670021042,3,2,2026-01-10 22:17:28.380052,335507.06357536203,False
H0062,7,40.735662376084946,-74.1681551427894,2049.3728888186674,5,4,2025-05-10 22:17:28.380072,502949.72114042786,False
H0062,7,40.735662376084946,-74.1681551427894,2049.3728888186674,5,4,2025-06-21 22:17:28.380072,511199.03101593006,False
H0062,7,40.735662376084946,-74.1681551427894,2049.3728888186674,5,4,2025-08-05 22:17:28.380072,512534.17809847184,False
H0062,7,40.735662376084946,-74.1681551427894,2049.3728888186674,5,4,2025-12-06 22:17:28.380072,515832.8249274222,False
H0062,7,40.735662376084946,-74.1681551427894,2049.3728888186674,5,4,2025-12-20 22:17:28.380072,528247.7985181089,False
H0063,0,40.653119238221365,-73.71594274771941,2311.699719458176,5,4,2025-02-23 22:17:28.380099,580317.17528001,False
H0063,0,40.653119238221365,-73.71594274771941,2311.699719458176,5,4,2025-09-06 22:17:28.380099,603169.7416315178,False
H0063,0,40.653119238221365,-73.71594274771941,2311.699719458176,5,4,2025-12-21 22:17:28.380099,619633.7667495066,False
H0064,6,40.67572760175126,-73.79769379240177,2592.605145755445,4,3,2025-03-07 22:17:28.380121,483160.6578554883,False
H0064,6,40.67572760175126,-73.79769379240177,2592.605145755445,4,3,2025-06-16 22:17:28.380121,492196.60070375376,False
H0064,6,40.67572760175126,-73.79769379240177,2592.605145755445,4,3,2025-09-18 22:17:28.380121,495474.23600325524,False
H0064,6,40.67572760175126,-73.79769379240177,2592.605145755445,4,3,2025-09-18 22:17:28.380121,491802.79100956826,False
H0064,6,40.67572760175126,-73.79769379240177,2592.605145755445,4,3,2025-10-03 22:17:28.380121,501759.86041706015,False
H0065,3,40.8166811264604,-74.08831180810778,1984.5208746817134,3,2,2025-07-24 22:17:28.380147,363315.1100341149,False
H0065,3,40.8166811264604,-74.08831180810778,1984.5208746817134,3,2,2025-08-05 22:17:28.380147,367141.3693621603,False
H0066,4,40.63740184353643,-73.94085443707685,2810.2667225829387,4,3,2025-04-08 22:17:28.380165,624897.5484052702,False
H0066,4,40.63740184353643,-73.94085443707685,2810.2667225829387,4,3,2025-04-26 22:17:28.380165,641913.2351989778,False
H0066,4,40.63740184353643,-73.94085443707685,2810.2667225829387,4,3,2025-06-23 22:17:28.380165,628047.2343220739,False
H0067,4,40.61246456472271,-73.95113863024005,2571.5329514449595,6,4,2025-08-27 22:17:28.380185,579727.0770890402,False
